work_id,tenant,order_id,sender,flow,hub,zone,start_date,start_time,end_date,end_time,start,end,items,references,fee,reviewed,scheduled_time,auto_publish_time,status_code,estimation,distance,channel
999770,662,5430303,mtHQ,QqI,9XtWm6CULI8f3OB8j,67,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,2024-12-26 17:08:58.128649,2024-12-26 17:08:58.128649,Moil Crescent,Surcingle Drive,afQ,DwWq,0.01,K,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,RiRp,5a6arSYq3J8Ah,9.659999999999998,4
999768,662,5430303,mtHQ,QqI,9XtWm6CULI8f3OB8j,67,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,2024-12-26 17:08:58.128649,2024-12-26 17:08:58.128649,Moil Crescent,Surcingle Drive,afQ,DwWq,0.01,K,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,RiRp,DwWq,9.659999999999998,4
999767,662,5430303,afQ,QqI,9XtWm6CULI8f3OB8j,67,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,2024-12-26 17:08:58.128649,2024-12-26 17:08:58.128649,Moil Crescent,Surcingle Drive,afQ,DwWq,0.01,K,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,RiRp,DwWq,9.659999999999998,4
999766,662,5430303,afQ,QqI,9XtWm6CULI8f3OB8j,4,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,2024-12-26 17:08:58.128649,2024-12-26 17:08:58.128649,Moil Crescent,Surcingle Drive,afQ,DwWq,0.01,K,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,RiRp,DwWq,9.659999999999998,4
999765,662,5430303,afQ,QqI,9XtWm6CULI8f3OB8j,4,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,2024-12-26 17:08:58.128649,2024-12-26 17:08:58.128649,Moil Crescent,Surcingle Drive,DwWq,DwWq,0.01,K,2024-12-26 16:58:42.961317,2024-12-26 16:58:42.961317,RiRp,DwWq,9.659999999999998,4
999763,829,5430303,4,C,rb4S0ExHTPa9aT,12,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,2022-09-30 17:05:32.652229,2022-09-30 17:05:32.652229,Moil Crescent,Surcingle Drive,YKS9Ipd,K8,0.33,uQJsAhSPh,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,vjyAcdjnCMCZ,x4M,9.659999999999998,2
999761,829,5430303,4,C,rb4S0ExHTPa9aT,2,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,2022-09-30 17:05:32.652229,2022-09-30 17:05:32.652229,Moil Crescent,Surcingle Drive,YKS9Ipd,K8,0.33,uQJsAhSPh,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,vjyAcdjnCMCZ,x4M,9.659999999999998,2
999760,829,5430303,uQJsAhSPh,C,rb4S0ExHTPa9aT,2,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,2022-09-30 17:05:32.652229,2022-09-30 17:05:32.652229,Moil Crescent,Surcingle Drive,YKS9Ipd,K8,0.33,uQJsAhSPh,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,vjyAcdjnCMCZ,x4M,9.659999999999998,2
999758,829,5430303,K8,C,rb4S0ExHTPa9aT,2,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,2022-09-30 17:05:32.652229,2022-09-30 17:05:32.652229,Moil Crescent,Surcingle Drive,YKS9Ipd,K8,0.33,uQJsAhSPh,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,vjyAcdjnCMCZ,x4M,9.659999999999998,2
999757,829,5430303,K8,x4M,rb4S0ExHTPa9aT,2,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,2022-09-30 17:05:32.652229,2022-09-30 17:05:32.652229,Moil Crescent,Surcingle Drive,YKS9Ipd,K8,0.33,uQJsAhSPh,2022-09-30 16:06:09.436529,2022-09-30 16:06:09.436529,vjyAcdjnCMCZ,x4M,9.659999999999998,2
999756,154,5430303,17AE,W,FI9w,78,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,uzehBm,kx,2842.76,p0J,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,w,9.659999999999998,7
999755,154,5430303,17AE,W,FI9w,78,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,uzehBm,kx,2842.76,p0J,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,p0J,9.659999999999998,7
999754,154,5430303,17AE,W,FI9w,78,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,17AE,kx,2842.76,p0J,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,p0J,9.659999999999998,7
999752,154,5430303,17AE,W,FI9w,78,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,17AE,kx,2842.76,FI9w,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,p0J,9.659999999999998,7
999751,154,5430303,17AE,W,FI9w,7,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,17AE,kx,2842.76,FI9w,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,p0J,9.659999999999998,7
999750,154,5430303,W,W,FI9w,7,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,2021-01-16 10:19:21.328138,2021-01-16 10:19:21.328138,Moil Crescent,Surcingle Drive,17AE,kx,2842.76,FI9w,2021-01-16 09:35:58.928638,2021-01-16 09:35:58.928638,r,p0J,9.659999999999998,7
999749,78,5430303,ne5,d,WI,81,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,2021-05-29 07:10:09.480416,2021-05-29 07:10:09.480416,Moil Crescent,Surcingle Drive,62D7,CRz6T3xz8,1.9,foxaXu7j,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,TdnHh,zVA,9.659999999999998,7
999747,78,5430303,ne5,d,WI,81,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,2021-05-29 07:10:09.480416,2021-05-29 07:10:09.480416,Moil Crescent,Surcingle Drive,62D7,zVA,1.9,foxaXu7j,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,TdnHh,zVA,9.659999999999998,7
999746,78,5430303,ne5,d,WI,81,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,2021-05-29 07:10:09.480416,2021-05-29 07:10:09.480416,Moil Crescent,Surcingle Drive,62D7,zVA,1.9,62D7,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,TdnHh,zVA,9.659999999999998,7
999745,78,5430303,TdnHh,d,WI,81,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,2021-05-29 07:10:09.480416,2021-05-29 07:10:09.480416,Moil Crescent,Surcingle Drive,62D7,zVA,1.9,62D7,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,TdnHh,zVA,9.659999999999998,7
999744,78,5430303,TdnHh,d,WI,7,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,2021-05-29 07:10:09.480416,2021-05-29 07:10:09.480416,Moil Crescent,Surcingle Drive,62D7,zVA,1.9,62D7,2021-05-29 06:48:57.401885,2021-05-29 06:48:57.401885,TdnHh,zVA,9.659999999999998,7
999742,271,5430303,6w,1,kxd,72,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999741,271,5430303,6w,o,kxd,72,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999740,271,5430303,6w,o,kxd,4,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999739,271,5430303,6w,o,6w,4,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999738,271,5430303,6w,6w,6w,4,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999736,271,5430303,6w,NO,6w,4,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,2022-06-29 00:55:44.250549,2022-06-29 00:55:44.250549,Moil Crescent,Surcingle Drive,NO,IUq7ZP9R,1.5,o,2022-06-29 00:16:52.682944,2022-06-29 00:16:52.682944,6wF9DJCdbPY,Tz9h6,9.659999999999998,4
999735,397,5430303,ZIRKJXlqbH3nn5,yLSid2xL7,mj,15,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,2022-07-04 03:25:02.773057,2022-07-04 03:25:02.773057,Moil Crescent,Surcingle Drive,69tpDy,h,1.9,h5EovJ,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,Z0WSP,1Ccwna,9.659999999999998,8
999734,397,5430303,yLSid2xL7,yLSid2xL7,mj,15,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,2022-07-04 03:25:02.773057,2022-07-04 03:25:02.773057,Moil Crescent,Surcingle Drive,69tpDy,h,1.9,h5EovJ,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,Z0WSP,1Ccwna,9.659999999999998,8
999733,397,5430303,yLSid2xL7,h,mj,15,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,2022-07-04 03:25:02.773057,2022-07-04 03:25:02.773057,Moil Crescent,Surcingle Drive,69tpDy,h,1.9,h5EovJ,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,Z0WSP,1Ccwna,9.659999999999998,8
999731,397,5430303,yLSid2xL7,h,mj,15,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,2022-07-04 03:25:02.773057,2022-07-04 03:25:02.773057,Moil Crescent,Surcingle Drive,69tpDy,h,1.9,h5EovJ,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,69tpDy,1Ccwna,9.659999999999998,8
999730,397,5430303,yLSid2xL7,69tpDy,mj,15,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,2022-07-04 03:25:02.773057,2022-07-04 03:25:02.773057,Moil Crescent,Surcingle Drive,69tpDy,h,1.9,h5EovJ,2022-07-04 02:57:59.256033,2022-07-04 02:57:59.256033,69tpDy,1Ccwna,9.659999999999998,8
999728,179,5430303,NOqseAgMGeb,5,ow,87,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,2022-09-18 11:48:04.713970,2022-09-18 11:48:04.713970,Moil Crescent,Surcingle Drive,T,Cw,2317.65,mDTuY,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,vI,YOsY9xwz2TPtkxlh,9.659999999999998,3
999726,179,5430303,NOqseAgMGeb,5,ow,87,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,2022-09-18 11:48:04.713970,2022-09-18 11:48:04.713970,Moil Crescent,Surcingle Drive,T,Cw,2317.65,Cw,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,vI,YOsY9xwz2TPtkxlh,9.659999999999998,3
999725,179,5430303,NOqseAgMGeb,5,ow,87,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,2022-09-18 11:48:04.713970,2022-09-18 11:48:04.713970,Moil Crescent,Surcingle Drive,T,ow,2317.65,Cw,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,vI,YOsY9xwz2TPtkxlh,9.659999999999998,3
999724,179,5430303,NOqseAgMGeb,ow,ow,87,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,2022-09-18 11:48:04.713970,2022-09-18 11:48:04.713970,Moil Crescent,Surcingle Drive,T,ow,2317.65,Cw,2022-09-18 11:28:57.343319,2022-09-18 11:28:57.343319,vI,YOsY9xwz2TPtkxlh,9.659999999999998,3
999721,1000,5430303,1KO,6,YrJX7,34,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,2020-03-17 23:27:18.333818,2020-03-17 23:27:18.333818,Moil Crescent,Surcingle Drive,dRO2Ra41ZVXwgUN,Ey,1.01,pYfq,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,T6O7Dj,00AJej3hi,9.659999999999998,5
999720,1000,5430303,T6O7Dj,6,YrJX7,34,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,2020-03-17 23:27:18.333818,2020-03-17 23:27:18.333818,Moil Crescent,Surcingle Drive,dRO2Ra41ZVXwgUN,Ey,1.01,pYfq,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,T6O7Dj,00AJej3hi,9.659999999999998,5
999719,1000,5430303,T6O7Dj,6,YrJX7,34,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,2020-03-17 23:27:18.333818,2020-03-17 23:27:18.333818,Moil Crescent,Surcingle Drive,dRO2Ra41ZVXwgUN,Ey,1.01,YrJX7,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,T6O7Dj,00AJej3hi,9.659999999999998,5
999718,1000,5430303,T6O7Dj,6,YrJX7,34,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,2020-03-17 23:27:18.333818,2020-03-17 23:27:18.333818,Moil Crescent,Surcingle Drive,6,Ey,1.01,YrJX7,2020-03-17 22:36:39.307428,2020-03-17 22:36:39.307428,T6O7Dj,00AJej3hi,9.659999999999998,5
999717,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.01,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999716,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,1.9,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999715,637,5430303,K5,i,e7Z4,99,2022-09-16 12:50:26.828333,2022-09-16 12:50:26.828333,2022-09-16 13:19:30.814163,2022-09-16 13:19:30.814163,Moil Crescent,Surcingle Drive,jRNyg5pZ,q75sn,1.9,H2,2022-09-16 12:50:26.828333,2022-09-16 12:50:26.828333,nQjG,xGbZLqMaJ,9.659999999999998,3
999714,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,3205.95,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999713,86,5430303,XOEgfefmwfYM,mwQ5,e8,13,2024-09-27 11:41:43.157335,2024-09-27 11:41:43.157335,2024-09-27 12:37:36.968612,2024-09-27 12:37:36.968612,Moil Crescent,Surcingle Drive,aGYBY,cZ4UZt,3205.95,LTPl5xGdlW,2024-09-27 11:41:43.157335,2024-09-27 11:41:43.157335,02hww,rGyNH,9.659999999999998,6
999712,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,9999.0,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999711,880,5430303,az1JTIWRoGX,ech,F511F4HhiXFwQR,23,2020-12-20 19:07:18.851310,2020-12-20 19:07:18.851310,2020-12-20 20:06:46.105036,2020-12-20 20:06:46.105036,Moil Crescent,Surcingle Drive,GHDqzGk1,YbfIXyBIlGLb,9999.0,JHNVcm,2020-12-20 19:07:18.851310,2020-12-20 19:07:18.851310,dTbW,WvQxZgTTgEy,9.659999999999998,1
999710,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.33,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999709,588,5430303,G,UH9U2eGiKs,8E,26,2024-12-25 17:28:47.582854,2024-12-25 17:28:47.582854,2024-12-25 17:58:13.919704,2024-12-25 17:58:13.919704,Moil Crescent,Surcingle Drive,ICa,XM8jOYJHb,0.33,W,2024-12-25 17:28:47.582854,2024-12-25 17:28:47.582854,9,r,9.659999999999998,3
999708,1,5430303,0,0,0,1,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,2020-01-01 00:02:00.000000,Moil Crescent,Surcingle Drive,0,0,0.01,0,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000,0,0,9.659999999999998,1
999707,419,5430303,ljMN,hY8F0rh9In7Tu15I,ZfXmCrlWD6,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,9S5ix6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,Pazz8,9.659999999999998,9
999706,419,5430303,j,hY8F0rh9In7Tu15I,ZfXmCrlWD6,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,9S5ix6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,Pazz8,9.659999999999998,9
999705,419,5430303,j,ZfXmCrlWD6,ZfXmCrlWD6,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,9S5ix6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,Pazz8,9.659999999999998,9
999704,419,5430303,j,ZfXmCrlWD6,ZfXmCrlWD6,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,ZfXmCrlWD6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,Pazz8,9.659999999999998,9
999703,419,5430303,j,ZfXmCrlWD6,j,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,ZfXmCrlWD6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,Pazz8,9.659999999999998,9
999702,419,5430303,j,ZfXmCrlWD6,j,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,j,0.01,ZfXmCrlWD6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,j,9.659999999999998,9
999701,419,5430303,j,ZfXmCrlWD6,j,28,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,2024-09-04 04:30:52.264834,2024-09-04 04:30:52.264834,Moil Crescent,Surcingle Drive,QH,ZfXmCrlWD6,0.01,ZfXmCrlWD6,2024-09-04 03:55:36.343290,2024-09-04 03:55:36.343290,LT,j,9.659999999999998,9
999700,55,5430303,KE8YM6,r,MuJuf,29,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,YE,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,yu,3D,9.659999999999998,4
999699,55,5430303,MuJuf,r,MuJuf,29,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,YE,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,yu,3D,9.659999999999998,4
999697,55,5430303,MuJuf,r,MuJuf,4,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,YE,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,yu,3D,9.659999999999998,4
999696,55,5430303,MuJuf,r,MuJuf,4,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,MuJuf,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,yu,3D,9.659999999999998,4
999695,55,5430303,MuJuf,r,MuJuf,4,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,rp,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,yu,3D,9.659999999999998,4
999694,55,5430303,MuJuf,r,MuJuf,4,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,2020-05-06 13:35:04.797392,2020-05-06 13:35:04.797392,Moil Crescent,Surcingle Drive,rp,rp,5105.38,6Gms5KZi2Xj,2020-05-06 12:51:46.315687,2020-05-06 12:51:46.315687,MuJuf,3D,9.659999999999998,4
999693,800,5430303,n2WT,ThoMQ,eLI6pbjjZL,6,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,2020-07-02 20:27:25.434803,2020-07-02 20:27:25.434803,Moil Crescent,Surcingle Drive,F2,yqHnzsg3pO1Zs0hHY42N5zJz,0.33,7yEA8ZO,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,aNerwnhITAxv74Z8tYg,fm1,9.659999999999998,10
999689,800,5430303,n2WT,ThoMQ,eLI6pbjjZL,10,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,2020-07-02 20:27:25.434803,2020-07-02 20:27:25.434803,Moil Crescent,Surcingle Drive,F2,yqHnzsg3pO1Zs0hHY42N5zJz,0.33,7yEA8ZO,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,aNerwnhITAxv74Z8tYg,fm1,9.659999999999998,10
999688,800,5430303,n2WT,ThoMQ,aNerwnhITAxv74Z8tYg,10,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,2020-07-02 20:27:25.434803,2020-07-02 20:27:25.434803,Moil Crescent,Surcingle Drive,F2,yqHnzsg3pO1Zs0hHY42N5zJz,0.33,7yEA8ZO,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,aNerwnhITAxv74Z8tYg,fm1,9.659999999999998,10
999687,800,5430303,n2WT,ThoMQ,aNerwnhITAxv74Z8tYg,10,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,2020-07-02 20:27:25.434803,2020-07-02 20:27:25.434803,Moil Crescent,Surcingle Drive,F2,yqHnzsg3pO1Zs0hHY42N5zJz,0.33,7yEA8ZO,2020-07-02 20:23:51.818324,2020-07-02 20:23:51.818324,aNerwnhITAxv74Z8tYg,ThoMQ,9.659999999999998,10
999686,777,5430303,d,D,5Kh151Qdek,94,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,2023-01-21 02:55:33.857771,2023-01-21 02:55:33.857771,Moil Crescent,Surcingle Drive,k,MAQzvT,2.0,qHdN8KYZApxLCko3g91564bFv,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,EhmWALJLQhxRo4P,M,9.659999999999998,1
999684,777,5430303,d,D,5Kh151Qdek,94,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,2023-01-21 02:55:33.857771,2023-01-21 02:55:33.857771,Moil Crescent,Surcingle Drive,k,MAQzvT,2.0,5Kh151Qdek,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,EhmWALJLQhxRo4P,M,9.659999999999998,1
999683,777,5430303,d,D,5Kh151Qdek,94,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,2023-01-21 02:55:33.857771,2023-01-21 02:55:33.857771,Moil Crescent,Surcingle Drive,k,MAQzvT,2.0,5Kh151Qdek,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,EhmWALJLQhxRo4P,5Kh151Qdek,9.659999999999998,1
999682,777,5430303,d,D,k,94,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,2023-01-21 02:55:33.857771,2023-01-21 02:55:33.857771,Moil Crescent,Surcingle Drive,k,MAQzvT,2.0,5Kh151Qdek,2023-01-21 02:36:28.222486,2023-01-21 02:36:28.222486,EhmWALJLQhxRo4P,5Kh151Qdek,9.659999999999998,1
999679,235,5430303,pYJ,HSJH39,AEaNKNj02hsP9eu62EtOOj,32,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,2020-10-31 09:39:34.623885,2020-10-31 09:39:34.623885,Moil Crescent,Surcingle Drive,yT7WW5pAcI,WOrkf47WOmoOX630o650Kp8Xg0B8C8P,10000.0,KzTGBdLp0mDABZ9QY,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,8OMgv1PnEKG,SO4HzIU,9.659999999999998,8
999678,235,5430303,pYJ,AEaNKNj02hsP9eu62EtOOj,AEaNKNj02hsP9eu62EtOOj,32,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,2020-10-31 09:39:34.623885,2020-10-31 09:39:34.623885,Moil Crescent,Surcingle Drive,yT7WW5pAcI,WOrkf47WOmoOX630o650Kp8Xg0B8C8P,10000.0,KzTGBdLp0mDABZ9QY,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,8OMgv1PnEKG,SO4HzIU,9.659999999999998,8
999677,235,5430303,AEaNKNj02hsP9eu62EtOOj,AEaNKNj02hsP9eu62EtOOj,AEaNKNj02hsP9eu62EtOOj,32,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,2020-10-31 09:39:34.623885,2020-10-31 09:39:34.623885,Moil Crescent,Surcingle Drive,yT7WW5pAcI,WOrkf47WOmoOX630o650Kp8Xg0B8C8P,10000.0,KzTGBdLp0mDABZ9QY,2020-10-31 09:23:53.280476,2020-10-31 09:23:53.280476,8OMgv1PnEKG,SO4HzIU,9.659999999999998,8
